dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
SingleElectron_Run2016G,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1800.0, 1900.0)",1,,
SingleElectron_Run2016G,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016G,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016H,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016H,6,3.01,"[200.0, 300.0)",240,,
SingleElectron_Run2016H,6,3.01,"[300.0, 400.0)",96,,
SingleElectron_Run2016H,6,3.01,"[400.0, 500.0)",30,,
SingleElectron_Run2016H,6,3.01,"[500.0, 600.0)",14,,
SingleElectron_Run2016H,6,3.01,"[600.0, 700.0)",5,,
SingleElectron_Run2016H,6,3.01,"[700.0, 800.0)",2,,
SingleElectron_Run2016H,6,3.01,"[800.0, 900.0)",1,,
SingleElectron_Run2016H,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016H,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016H,6,3.01,"[2000.0, inf)",0,,
MET_Run2016B,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016B,6,3.01,"[200.0, 300.0)",6312,,
MET_Run2016B,6,3.01,"[300.0, 400.0)",1256,,
MET_Run2016B,6,3.01,"[400.0, 500.0)",275,,
MET_Run2016B,6,3.01,"[500.0, 600.0)",81,,
MET_Run2016B,6,3.01,"[600.0, 700.0)",22,,
MET_Run2016B,6,3.01,"[700.0, 800.0)",13,,
MET_Run2016B,6,3.01,"[800.0, 900.0)",5,,
MET_Run2016B,6,3.01,"[900.0, 1000.0)",4,,
MET_Run2016B,6,3.01,"[1000.0, 1100.0)",2,,
MET_Run2016B,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2016B,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016B,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016B,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016B,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016B,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016B,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016B,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016B,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016B,6,3.01,"[2000.0, inf)",0,,
MET_Run2016C,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016C,6,3.01,"[200.0, 300.0)",2673,,
MET_Run2016C,6,3.01,"[300.0, 400.0)",516,,
MET_Run2016C,6,3.01,"[400.0, 500.0)",116,,
MET_Run2016C,6,3.01,"[500.0, 600.0)",37,,
MET_Run2016C,6,3.01,"[600.0, 700.0)",10,,
MET_Run2016C,6,3.01,"[700.0, 800.0)",6,,
MET_Run2016C,6,3.01,"[800.0, 900.0)",2,,
MET_Run2016C,6,3.01,"[900.0, 1000.0)",0,,
MET_Run2016C,6,3.01,"[1000.0, 1100.0)",2,,
MET_Run2016C,6,3.01,"[1100.0, 1200.0)",1,,
MET_Run2016C,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016C,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016C,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016C,6,3.01,"[1500.0, 1600.0)",1,,
MET_Run2016C,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016C,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016C,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016C,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016C,6,3.01,"[2000.0, inf)",0,,
MET_Run2016D,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016D,6,3.01,"[200.0, 300.0)",4652,,
MET_Run2016D,6,3.01,"[300.0, 400.0)",935,,
MET_Run2016D,6,3.01,"[400.0, 500.0)",216,,
MET_Run2016D,6,3.01,"[500.0, 600.0)",61,,
MET_Run2016D,6,3.01,"[600.0, 700.0)",17,,
MET_Run2016D,6,3.01,"[700.0, 800.0)",10,,
MET_Run2016D,6,3.01,"[800.0, 900.0)",3,,
MET_Run2016D,6,3.01,"[900.0, 1000.0)",0,,
MET_Run2016D,6,3.01,"[1000.0, 1100.0)",1,,
MET_Run2016D,6,3.01,"[1100.0, 1200.0)",2,,
MET_Run2016D,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016D,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016D,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016D,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016D,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016D,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016D,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016D,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016D,6,3.01,"[2000.0, inf)",0,,
MET_Run2016E,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016E,6,3.01,"[200.0, 300.0)",4408,,
MET_Run2016E,6,3.01,"[300.0, 400.0)",876,,
MET_Run2016E,6,3.01,"[400.0, 500.0)",194,,
MET_Run2016E,6,3.01,"[500.0, 600.0)",44,,
MET_Run2016E,6,3.01,"[600.0, 700.0)",23,,
MET_Run2016E,6,3.01,"[700.0, 800.0)",11,,
MET_Run2016E,6,3.01,"[800.0, 900.0)",2,,
MET_Run2016E,6,3.01,"[900.0, 1000.0)",1,,
MET_Run2016E,6,3.01,"[1000.0, 1100.0)",4,,
MET_Run2016E,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2016E,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016E,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016E,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016E,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016E,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016E,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016E,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016E,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016E,6,3.01,"[2000.0, inf)",0,,
MET_Run2016F,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016F,6,3.01,"[200.0, 300.0)",3248,,
MET_Run2016F,6,3.01,"[300.0, 400.0)",675,,
MET_Run2016F,6,3.01,"[400.0, 500.0)",140,,
MET_Run2016F,6,3.01,"[500.0, 600.0)",52,,
MET_Run2016F,6,3.01,"[600.0, 700.0)",10,,
MET_Run2016F,6,3.01,"[700.0, 800.0)",8,,
MET_Run2016F,6,3.01,"[800.0, 900.0)",3,,
MET_Run2016F,6,3.01,"[900.0, 1000.0)",1,,
MET_Run2016F,6,3.01,"[1000.0, 1100.0)",0,,
MET_Run2016F,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2016F,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016F,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016F,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016F,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016F,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016F,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016F,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016F,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016F,6,3.01,"[2000.0, inf)",0,,
MET_Run2016G,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016G,6,3.01,"[200.0, 300.0)",8583,,
MET_Run2016G,6,3.01,"[300.0, 400.0)",1774,,
MET_Run2016G,6,3.01,"[400.0, 500.0)",408,,
MET_Run2016G,6,3.01,"[500.0, 600.0)",127,,
MET_Run2016G,6,3.01,"[600.0, 700.0)",37,,
MET_Run2016G,6,3.01,"[700.0, 800.0)",13,,
MET_Run2016G,6,3.01,"[800.0, 900.0)",6,,
MET_Run2016G,6,3.01,"[900.0, 1000.0)",6,,
MET_Run2016G,6,3.01,"[1000.0, 1100.0)",3,,
MET_Run2016G,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2016G,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016G,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016G,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016G,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016G,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016G,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016G,6,3.01,"[1800.0, 1900.0)",1,,
MET_Run2016G,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016G,6,3.01,"[2000.0, inf)",0,,
MET_Run2016H,6,3.01,"[-inf, 200.0)",0,,
MET_Run2016H,6,3.01,"[200.0, 300.0)",9233,,
MET_Run2016H,6,3.01,"[300.0, 400.0)",1956,,
MET_Run2016H,6,3.01,"[400.0, 500.0)",437,,
MET_Run2016H,6,3.01,"[500.0, 600.0)",148,,
MET_Run2016H,6,3.01,"[600.0, 700.0)",25,,
MET_Run2016H,6,3.01,"[700.0, 800.0)",19,,
MET_Run2016H,6,3.01,"[800.0, 900.0)",8,,
MET_Run2016H,6,3.01,"[900.0, 1000.0)",1,,
MET_Run2016H,6,3.01,"[1000.0, 1100.0)",1,,
MET_Run2016H,6,3.01,"[1100.0, 1200.0)",0,,
MET_Run2016H,6,3.01,"[1200.0, 1300.0)",0,,
MET_Run2016H,6,3.01,"[1300.0, 1400.0)",0,,
MET_Run2016H,6,3.01,"[1400.0, 1500.0)",0,,
MET_Run2016H,6,3.01,"[1500.0, 1600.0)",0,,
MET_Run2016H,6,3.01,"[1600.0, 1700.0)",0,,
MET_Run2016H,6,3.01,"[1700.0, 1800.0)",0,,
MET_Run2016H,6,3.01,"[1800.0, 1900.0)",0,,
MET_Run2016H,6,3.01,"[1900.0, 2000.0)",0,,
MET_Run2016H,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016B,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[200.0, 300.0)",499,,
SinglePhoton_Run2016B,6,3.01,"[300.0, 400.0)",233,,
SinglePhoton_Run2016B,6,3.01,"[400.0, 500.0)",98,,
SinglePhoton_Run2016B,6,3.01,"[500.0, 600.0)",28,,
SinglePhoton_Run2016B,6,3.01,"[600.0, 700.0)",10,,
SinglePhoton_Run2016B,6,3.01,"[700.0, 800.0)",7,,
SinglePhoton_Run2016B,6,3.01,"[800.0, 900.0)",3,,
SinglePhoton_Run2016B,6,3.01,"[900.0, 1000.0)",4,,
SinglePhoton_Run2016B,6,3.01,"[1000.0, 1100.0)",2,,
SinglePhoton_Run2016B,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016B,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016C,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[200.0, 300.0)",227,,
SinglePhoton_Run2016C,6,3.01,"[300.0, 400.0)",73,,
SinglePhoton_Run2016C,6,3.01,"[400.0, 500.0)",37,,
SinglePhoton_Run2016C,6,3.01,"[500.0, 600.0)",19,,
SinglePhoton_Run2016C,6,3.01,"[600.0, 700.0)",7,,
SinglePhoton_Run2016C,6,3.01,"[700.0, 800.0)",5,,
SinglePhoton_Run2016C,6,3.01,"[800.0, 900.0)",2,,
SinglePhoton_Run2016C,6,3.01,"[900.0, 1000.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1000.0, 1100.0)",2,,
SinglePhoton_Run2016C,6,3.01,"[1100.0, 1200.0)",1,,
SinglePhoton_Run2016C,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1500.0, 1600.0)",1,,
SinglePhoton_Run2016C,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016C,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016D,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[200.0, 300.0)",469,,
SinglePhoton_Run2016D,6,3.01,"[300.0, 400.0)",156,,
SinglePhoton_Run2016D,6,3.01,"[400.0, 500.0)",61,,
SinglePhoton_Run2016D,6,3.01,"[500.0, 600.0)",24,,
SinglePhoton_Run2016D,6,3.01,"[600.0, 700.0)",11,,
SinglePhoton_Run2016D,6,3.01,"[700.0, 800.0)",8,,
SinglePhoton_Run2016D,6,3.01,"[800.0, 900.0)",2,,
SinglePhoton_Run2016D,6,3.01,"[900.0, 1000.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1000.0, 1100.0)",1,,
SinglePhoton_Run2016D,6,3.01,"[1100.0, 1200.0)",2,,
SinglePhoton_Run2016D,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016D,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016E,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[200.0, 300.0)",413,,
SinglePhoton_Run2016E,6,3.01,"[300.0, 400.0)",163,,
SinglePhoton_Run2016E,6,3.01,"[400.0, 500.0)",80,,
SinglePhoton_Run2016E,6,3.01,"[500.0, 600.0)",18,,
SinglePhoton_Run2016E,6,3.01,"[600.0, 700.0)",18,,
SinglePhoton_Run2016E,6,3.01,"[700.0, 800.0)",8,,
SinglePhoton_Run2016E,6,3.01,"[800.0, 900.0)",1,,
SinglePhoton_Run2016E,6,3.01,"[900.0, 1000.0)",2,,
SinglePhoton_Run2016E,6,3.01,"[1000.0, 1100.0)",2,,
SinglePhoton_Run2016E,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016E,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016F,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[200.0, 300.0)",269,,
SinglePhoton_Run2016F,6,3.01,"[300.0, 400.0)",104,,
SinglePhoton_Run2016F,6,3.01,"[400.0, 500.0)",48,,
SinglePhoton_Run2016F,6,3.01,"[500.0, 600.0)",17,,
SinglePhoton_Run2016F,6,3.01,"[600.0, 700.0)",5,,
SinglePhoton_Run2016F,6,3.01,"[700.0, 800.0)",5,,
SinglePhoton_Run2016F,6,3.01,"[800.0, 900.0)",2,,
SinglePhoton_Run2016F,6,3.01,"[900.0, 1000.0)",1,,
SinglePhoton_Run2016F,6,3.01,"[1000.0, 1100.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016F,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016G,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[200.0, 300.0)",757,,
SinglePhoton_Run2016G,6,3.01,"[300.0, 400.0)",300,,
SinglePhoton_Run2016G,6,3.01,"[400.0, 500.0)",112,,
SinglePhoton_Run2016G,6,3.01,"[500.0, 600.0)",58,,
SinglePhoton_Run2016G,6,3.01,"[600.0, 700.0)",14,,
SinglePhoton_Run2016G,6,3.01,"[700.0, 800.0)",8,,
SinglePhoton_Run2016G,6,3.01,"[800.0, 900.0)",5,,
SinglePhoton_Run2016G,6,3.01,"[900.0, 1000.0)",2,,
SinglePhoton_Run2016G,6,3.01,"[1000.0, 1100.0)",2,,
SinglePhoton_Run2016G,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[1800.0, 1900.0)",1,,
SinglePhoton_Run2016G,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016G,6,3.01,"[2000.0, inf)",0,,
SinglePhoton_Run2016H,6,3.01,"[-inf, 200.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[200.0, 300.0)",809,,
SinglePhoton_Run2016H,6,3.01,"[300.0, 400.0)",295,,
SinglePhoton_Run2016H,6,3.01,"[400.0, 500.0)",155,,
SinglePhoton_Run2016H,6,3.01,"[500.0, 600.0)",62,,
SinglePhoton_Run2016H,6,3.01,"[600.0, 700.0)",11,,
SinglePhoton_Run2016H,6,3.01,"[700.0, 800.0)",12,,
SinglePhoton_Run2016H,6,3.01,"[800.0, 900.0)",5,,
SinglePhoton_Run2016H,6,3.01,"[900.0, 1000.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1000.0, 1100.0)",1,,
SinglePhoton_Run2016H,6,3.01,"[1100.0, 1200.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1200.0, 1300.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1300.0, 1400.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1400.0, 1500.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1500.0, 1600.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1600.0, 1700.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1700.0, 1800.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1800.0, 1900.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[1900.0, 2000.0)",0,,
SinglePhoton_Run2016H,6,3.01,"[2000.0, inf)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[-inf, 200.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[200.0, 300.0)",1,0.011156245630211548,0.00012446181656161422
DYJetsToLL_M-50_HT-100to200,6,3.01,"[300.0, 400.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[400.0, 500.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[500.0, 600.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[600.0, 700.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[700.0, 800.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[800.0, 900.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[900.0, 1000.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1000.0, 1100.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1100.0, 1200.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1200.0, 1300.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1300.0, 1400.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1400.0, 1500.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1500.0, 1600.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1600.0, 1700.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1700.0, 1800.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1800.0, 1900.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[1900.0, 2000.0)",0,,
DYJetsToLL_M-50_HT-100to200,6,3.01,"[2000.0, inf)",0,,
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[-inf, 200.0)",0,,
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[200.0, 300.0)",233,2.4518650359232876,0.030953736101837534
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[300.0, 400.0)",138,1.2252009325791404,0.015094743335925807
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[400.0, 500.0)",70,0.5787641664377424,0.006019911710639492
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[500.0, 600.0)",54,0.36271833272311127,0.003749292978639817
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[600.0, 700.0)",33,0.21699367602873953,0.0017761056497268648
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[700.0, 800.0)",26,0.1880516126817034,0.001461977241947571
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[800.0, 900.0)",18,0.13324096931327004,0.0010718060802543182
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[900.0, 1000.0)",19,0.10424173973551953,0.0007041171027885407
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1000.0, 1100.0)",9,0.057919387813483006,0.0003908498143026848
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1100.0, 1200.0)",15,0.09504198047837761,0.0007585205332511027
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1200.0, 1300.0)",7,0.04204842311841285,0.00026481280171439757
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1300.0, 1400.0)",6,0.024417125974683672,0.00013659560784918653
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1400.0, 1500.0)",3,0.021780763042061387,0.0001601769399520226
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1500.0, 1600.0)",1,0.008348277699992652,6.969374055619456e-05
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1600.0, 1700.0)",1,0.006480444197768371,4.199615700038974e-05
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1700.0, 1800.0)",0,,
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1800.0, 1900.0)",0,,
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[1900.0, 2000.0)",0,,
DYJetsToLL_M-50_HT-1200to2500,6,3.01,"[2000.0, inf)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[-inf, 200.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[200.0, 300.0)",951,182.7437755048026,39.734020778812805
DYJetsToLL_M-50_HT-200to400,6,3.01,"[300.0, 400.0)",105,19.37821847959364,4.006354711690913
DYJetsToLL_M-50_HT-200to400,6,3.01,"[400.0, 500.0)",1,0.14941041627098833,0.02232347249027002
DYJetsToLL_M-50_HT-200to400,6,3.01,"[500.0, 600.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[600.0, 700.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[700.0, 800.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[800.0, 900.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[900.0, 1000.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1000.0, 1100.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1100.0, 1200.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1200.0, 1300.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1300.0, 1400.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1400.0, 1500.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1500.0, 1600.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1600.0, 1700.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1700.0, 1800.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1800.0, 1900.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[1900.0, 2000.0)",0,,
DYJetsToLL_M-50_HT-200to400,6,3.01,"[2000.0, inf)",0,,
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[-inf, 200.0)",0,,
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[200.0, 300.0)",306,0.08224859841421454,2.847419507272062e-05
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[300.0, 400.0)",230,0.06035907950964544,1.947205019917364e-05
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[400.0, 500.0)",108,0.027069237207940963,8.35545868982568e-06
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[500.0, 600.0)",62,0.014188733214481046,4.204381944709246e-06
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[600.0, 700.0)",34,0.007933964123318706,2.1543806256868264e-06
DYJetsToLL_M-50_HT-2500toInf,6,3.01,"[700.0, 800.0)",27,0.004138651122554736,1.1127272350092733e-06
